Date Time;Frequency ;Current A;Current B ;Current C ;Voltage AB;Voltage BC;Voltage CA;Active power ;Apparent power (VA);Active energy delivered Wh;Humidity;Temperature
18/7/2021 7:45;59,98;10,12;19,22;23,37;235,41;234,10;234,84;6424,01;1394,50;1634,00;59,75;28,43
18/7/2021 8:00;60,08;10,97;24,99;22,54;235,39;234,00;234,74;7245,22;1511,68;1747,00;59,75;28,43
18/7/2021 8:15;60,01;9,67;31,59;34,61;234,89;233,58;234,21;9012,09;1328,72;1610,00;59,75;28,43
18/7/2021 8:30;59,98;10,30;17,38;21,20;234,34;233,20;233,81;5966,74;1412,53;1673,00;59,75;28,43
18/7/2021 8:45;59,96;9,69;24,18;21,91;233,96;232,80;233,38;6769,50;1326,03;1562,00;59,75;28,43
18/7/2021 9:00;60,02;10,29;17,27;21,71;233,70;232,51;233,10;5995,09;1407,61;1620,00;59,75;28,43
18/7/2021 9:15;60,03;9,64;21,72;22,47;233,12;232,04;232,57;6380,29;1315,03;1530,00;59,75;28,43
18/7/2021 9:30;60,04;10,27;19,25;23,07;233,06;231,79;232,51;6334,46;1400,70;1587,00;59,75;28,43
18/7/2021 9:45;59,99;9,66;18,26;23,04;232,61;231,35;231,85;6086,40;1314,94;1658,00;59,75;28,43
18/7/2021 10:00;59,99;10,28;21,26;22,27;232,39;231,35;231,81;6415,71;1397,51;1563,00;59,75;28,43
18/7/2021 10:15;60,07;9,63;18,50;21,00;231,94;230,83;231,27;5914,69;1306,71;1601,00;59,75;28,43
18/7/2021 10:30;60,00;11,89;17,18;26,21;231,80;230,56;231,07;6618,10;1611,72;1655,00;59,75;28,43
18/7/2021 10:45;59,98;9,63;17,22;22,20;231,53;230,21;230,63;5886,81;1303,88;1576,00;59,75;28,43
18/7/2021 11:00;60,02;10,03;17,21;21,96;231,22;230,08;230,50;5949,17;1356,86;1624,00;59,75;28,43
18/7/2021 11:15;59,98;21,14;21,57;20,97;231,99;230,94;231,30;7652,54;2869,39;1650,00;59,75;28,43
18/7/2021 11:30;60,01;10,77;20,17;23,55;231,88;230,80;231,08;6523,57;1461,00;1674,00;59,75;28,43
18/7/2021 11:45;60,02;10,73;17,24;28,45;231,85;230,57;230,85;6663,75;1454,88;1730,00;59,75;28,43
18/7/2021 12:00;59,98;10,17;25,12;26,75;231,47;230,16;230,49;7361,92;1377,11;1745,00;59,75;28,43
18/7/2021 12:15;60,03;10,05;19,59;26,59;231,20;229,95;230,23;6599,94;1358,47;1636,00;59,75;28,43
18/7/2021 12:30;59,97;9,60;18,38;26,96;230,77;229,54;229,73;6443,76;1294,83;1664,00;59,75;28,43
18/7/2021 12:45;59,96;9,89;20,23;21,71;230,52;229,22;229,61;6183,45;1333,24;1578,00;59,75;28,43
18/7/2021 13:00;59,98;10,49;31,87;35,72;230,44;229,02;229,26;9268,83;1412,91;1681,00;59,75;28,43
18/7/2021 13:15;59,95;9,86;21,87;27,08;230,06;228,91;229,24;6840,77;1327,41;1689,00;59,75;28,43
18/7/2021 13:30;60,03;9,83;17,21;22,93;231,18;229,99;230,23;5972,74;1329,11;1601,00;59,75;28,43
18/7/2021 13:45;59,95;10,57;33,75;37,72;231,16;229,63;229,83;9724,68;1427,72;1890,00;59,75;28,43
18/7/2021 14:00;60,00;10,06;20,94;23,07;230,65;229,39;229,62;6476,08;1356,26;1646,00;59,75;28,43
18/7/2021 14:15;59,97;10,55;34,45;37,97;230,40;229,01;229,34;9823,65;1421,00;1804,00;59,75;28,43
18/7/2021 14:30;60,02;9,62;18,31;22,05;230,28;229,28;229,49;5963,17;1295,43;1739,00;59,75;28,43
18/7/2021 14:45;60,02;10,27;18,34;26,37;230,25;229,11;229,49;6508,69;1384,16;1612,00;59,75;28,43
18/7/2021 15:00;60,01;10,04;18,54;25,45;230,26;229,05;229,37;6407,08;1352,81;1816,00;59,75;28,43
18/7/2021 15:15;59,99;10,76;17,29;26,16;230,42;229,32;229,53;6456,53;1449,73;1563,00;59,75;28,43
18/7/2021 15:30;59,98;10,05;20,09;26,99;230,38;229,26;229,64;6694,01;1354,31;1861,00;59,75;28,43
18/7/2021 15:45;60,05;10,76;17,29;23,15;230,63;229,59;229,83;6290,58;1451,01;1567,00;59,75;28,43
18/7/2021 16:00;59,98;10,12;18,51;21,47;231,30;230,11;230,52;6025,68;1370,28;1585,00;59,75;28,43
18/7/2021 16:15;60,03;10,24;24,05;24,07;231,71;230,33;230,89;7028,48;1389,07;1586,00;59,75;28,43
18/7/2021 16:30;60,05;9,60;18,16;23,01;231,66;230,59;231,02;6061,38;1302,12;1688,00;59,75;28,43
18/7/2021 16:45;60,02;10,24;18,25;22,46;232,05;230,86;231,27;6141,71;1390,57;1562,00;59,75;28,43
18/7/2021 17:00;59,97;9,60;19,61;23,19;232,32;231,08;231,58;6199,42;1305,73;1802,00;59,75;28,43
18/7/2021 17:15;59,98;10,24;17,32;23,14;232,14;230,79;231,35;6110,05;1390,71;1613,00;59,75;28,43
18/7/2021 17:30;60,03;9,59;20,16;27,66;232,51;231,13;231,84;6720,03;1305,74;1608,00;59,75;28,43
18/7/2021 17:45;59,96;10,23;17,36;23,35;232,71;231,38;231,97;6134,93;1393,41;1599,00;59,75;28,43
18/7/2021 18:00;59,97;10,02;18,51;23,06;232,77;231,32;231,91;6181,43;1364,23;1680,00;59,75;28,43
18/7/2021 18:15;60,05;10,74;20,18;22,40;232,38;230,90;231,47;6431,11;1459,83;1691,00;59,75;28,43
18/7/2021 18:30;60,02;12,01;19,11;27,19;231,73;229,83;230,79;7153,03;1629,78;1632,00;59,75;28,43
18/7/2021 18:45;60,01;12,60;20,54;26,23;232,23;230,39;231,08;7353,94;1712,03;1711,00;59,75;28,43
18/7/2021 19:00;60,01;12,07;24,10;26,94;232,56;230,75;231,35;7676,22;1642,01;1866,00;59,75;28,43
18/7/2021 19:15;60,01;12,64;19,95;27,91;232,52;230,68;231,35;7460,11;1719,02;1812,00;59,75;28,43
18/7/2021 19:30;60,02;11,85;22,74;23,20;232,49;230,72;231,50;7087,78;1611,82;1814,00;59,75;28,43
18/7/2021 19:45;60,00;12,31;21,36;23,63;232,70;230,83;231,39;7138,89;1675,34;1888,00;59,75;28,43
18/7/2021 20:00;59,95;11,81;20,29;24,70;232,48;230,63;231,11;6995,59;1605,70;1910,00;59,75;28,43
18/7/2021 20:15;59,95;12,32;21,92;23,84;232,65;230,91;231,44;7186,05;1675,70;1785,00;59,75;28,43
18/7/2021 20:30;60,03;11,81;19,22;22,51;233,07;231,18;231,86;6648,02;1609,39;1852,00;59,75;28,43
18/7/2021 20:45;60,00;12,35;25,44;27,14;233,19;231,18;231,83;8066,31;1683,66;1809,00;59,75;28,43
18/7/2021 21:00;60,01;11,84;19,19;27,02;233,26;231,58;232,25;7110,68;1615,49;1819,00;59,75;28,43
18/7/2021 21:15;60,01;12,33;21,28;27,19;232,85;231,07;231,65;7467,17;1679,04;1796,00;59,75;28,43
18/7/2021 21:30;60,02;12,03;24,24;28,73;232,81;231,11;231,74;7868,96;1637,72;1938,00;59,75;28,43
18/7/2021 21:45;60,03;12,60;20,03;23,34;233,10;231,46;232,07;7018,39;1718,17;1825,00;59,75;28,43
18/7/2021 22:00;59,98;12,07;19,09;24,50;232,86;230,97;231,61;6899,93;1643,01;1832,00;59,75;28,43
18/7/2021 22:15;60,01;12,70;20,25;24,75;233,11;231,26;231,82;7175,47;1731,12;1846,00;59,75;28,43
18/7/2021 22:30;59,98;12,11;25,87;22,10;233,20;231,22;231,99;7538,94;1651,38;1858,00;59,75;28,43
18/7/2021 22:45;59,98;12,36;34,19;33,88;233,39;231,29;232,16;9821,72;1686,86;1824,00;59,75;28,43
18/7/2021 23:00;60,01;11,86;19,16;27,97;233,75;231,72;232,53;7197,39;1621,43;1903,00;59,75;28,43
18/7/2021 23:15;59,96;12,40;23,15;22,10;232,61;230,70;231,57;7135,19;1686,86;1820,00;59,75;28,43
18/7/2021 23:30;59,98;11,88;20,04;21,98;233,11;231,30;232,08;6681,94;1620,08;1785,00;59,75;28,43
18/7/2021 23:45;59,99;12,43;20,02;23,99;233,24;231,48;232,24;7014,04;1695,71;1795,00;59,75;28,43
19/7/2021 0:00;59,98;12,05;24,28;24,00;233,49;231,79;232,61;7359,61;1646,74;1786,00;59,75;28,43
19/7/2021 0:15;60,00;11,90;19,20;23,36;233,95;232,19;232,92;6745,67;1627,91;1868,00;59,75;28,43
19/7/2021 0:30;60,04;11,91;21,80;27,59;234,16;232,32;233,15;7464,50;1631,11;1881,00;59,75;28,43
19/7/2021 0:45;59,96;11,93;34,29;34,68;233,81;231,73;232,74;9804,27;1631,30;1821,00;59,75;28,43
19/7/2021 1:00;60,08;12,10;20,38;28,08;234,20;232,30;233,19;7443,69;1657,42;1875,00;59,75;28,43
19/7/2021 1:15;60,02;12,11;19,30;22,65;233,90;232,04;232,96;6768,78;1658,12;1759,00;59,75;28,43
19/7/2021 1:30;60,01;12,58;19,06;26,40;234,12;232,37;233,29;7218,39;1723,02;1803,00;59,75;28,43
19/7/2021 1:45;60,00;12,15;20,39;24,15;234,31;232,35;233,24;7084,25;1665,09;1769,00;59,75;28,43
19/7/2021 2:00;60,04;12,71;24,86;23,99;234,43;232,64;233,54;7700,17;1742,93;1940,00;59,75;28,43
19/7/2021 2:15;59,99;12,17;20,13;23,32;234,51;232,66;233,67;6941,16;1670,08;1909,00;59,75;28,43
19/7/2021 2:30;59,99;12,42;20,10;24,11;234,37;232,58;233,54;7038,98;1703,39;1833,00;59,75;28,43
19/7/2021 2:45;60,02;11,96;34,03;39,91;234,67;232,66;233,78;10253,86;1642,32;1818,00;59,75;28,43
19/7/2021 3:00;60,05;12,43;20,30;27,03;234,87;233,09;234,07;7377,25;1708,95;1861,00;59,75;28,43
19/7/2021 3:15;59,98;11,96;19,13;27,30;234,88;233,01;234,10;7185,74;1643,59;1835,00;59,75;28,43
19/7/2021 3:30;59,97;12,43;34,54;37,84;234,80;232,70;233,78;10252,42;1707,85;1744,00;59,75;28,43
19/7/2021 3:45;60,03;11,95;19,11;27,21;234,95;233,12;234,12;7156,46;1643,38;1795,00;59,75;28,43
19/7/2021 4:00;60,04;12,46;20,18;24,64;235,07;233,17;234,24;7132,77;1713,61;1850,00;59,75;28,43
19/7/2021 4:15;59,98;11,95;19,99;23,98;234,96;233,05;234,14;6913,51;1643,60;1877,00;59,75;28,43
19/7/2021 4:30;60,04;12,47;19,94;23,96;235,17;233,34;234,37;7025,63;1715,32;1834,00;59,75;28,43
19/7/2021 4:45;59,94;11,99;26,81;24,86;234,93;233,02;234,11;7858,97;1647,97;1854,00;59,75;28,43
19/7/2021 5:00;59,99;12,70;20,20;22,16;235,01;233,10;234,18;6944,48;1746,64;1940,00;59,75;28,43
19/7/2021 5:15;60,00;12,16;19,07;22,63;235,07;233,21;234,15;6754,54;1672,61;1776,00;59,75;28,43
19/7/2021 5:30;59,97;12,73;21,74;28,00;234,86;232,96;234,00;7706,15;1749,68;1745,00;59,75;28,43
19/7/2021 5:45;59,98;12,19;20,32;27,11;234,91;233,04;233,94;7354,13;1674,51;1862,00;59,75;28,43
19/7/2021 6:00;60,00;12,76;17,25;23,73;234,58;232,87;233,86;6633,30;1751,80;1767,00;59,75;28,43
19/7/2021 6:15;59,98;10,27;29,87;41,20;234,74;232,72;233,68;9518,78;1410,77;1631,00;59,75;28,43
19/7/2021 6:30;60,03;10,34;26,79;23,41;235,51;233,85;234,87;7370,41;1425,90;1807,00;59,75;28,43
19/7/2021 6:45;59,96;9,70;32,01;23,46;235,39;233,71;234,80;7790,50;1336,82;1906,00;59,75;28,43
19/7/2021 7:00;59,94;10,36;40,99;23,51;234,78;233,17;233,96;9018,75;1422,69;1981,00;59,75;28,43
19/7/2021 7:15;59,95;11,82;32,15;21,26;233,84;232,43;233,17;7839,23;1617,92;2175,00;59,75;28,43
19/7/2021 7:30;59,99;22,91;27,99;22,48;233,23;232,26;232,00;9031,47;3120,48;1932,00;59,75;28,43
19/7/2021 7:45;60,00;11,71;51,54;61,16;233,20;231,59;231,59;14899,85;1593,80;2473,00;59,75;28,43
19/7/2021 8:00;60,02;14,34;42,30;44,72;232,34;230,79;230,79;12559,96;1945,64;3359,00;59,75;28,43
19/7/2021 8:15;60,03;16,82;40,04;51,34;232,30;231,10;230,91;13236,73;2282,07;3127,00;59,75;28,43
19/7/2021 8:30;60,01;35,58;59,49;52,06;230,76;229,72;229,82;17900,04;4799,39;3577,00;59,75;28,43
19/7/2021 8:45;60,03;47,35;57,39;38,55;229,48;228,26;228,54;16946,73;6353,54;3750,00;59,75;28,43
19/7/2021 9:00;59,98;68,69;80,58;71,82;228,82;227,48;227,77;27516,02;9190,03;5452,00;59,75;28,43
19/7/2021 9:15;59,96;60,79;78,12;93,91;227,88;226,60;226,46;29102,68;8089,18;6395,00;59,75;28,43
19/7/2021 9:30;60,01;62,59;66,41;78,91;227,32;226,50;226,19;26155,62;8310,03;6456,00;59,75;28,43
19/7/2021 9:45;60,02;56,03;61,26;79,05;226,77;225,96;225,57;24681,76;7419,61;6654,00;59,75;28,43
19/7/2021 10:00;59,98;57,66;73,27;92,68;227,43;226,71;226,42;28238,90;7660,45;6788,00;59,75;28,43
19/7/2021 10:15;59,98;69,56;76,76;102,65;226,85;226,05;225,39;31451,87;9208,64;7851,00;59,75;28,43
19/7/2021 10:30;60,00;69,30;81,47;97,30;226,92;226,06;225,78;31328,36;9184,93;6890,00;59,75;28,43
19/7/2021 10:45;60,04;79,92;67,90;92,80;226,43;225,66;225,22;30521,18;10567,59;7763,00;59,75;28,43
19/7/2021 11:00;60,04;72,74;77,76;93,69;226,54;225,48;225,16;30723,07;9621,18;7676,00;59,75;28,43
19/7/2021 11:15;59,98;72,05;86,68;104,68;225,59;224,62;224,29;33062,04;9491,98;7286,00;59,75;28,43
19/7/2021 11:30;60,03;68,88;88,28;94,51;226,90;225,90;225,49;31791,89;9123,04;7741,00;59,75;28,43
19/7/2021 11:45;60,01;54,71;102,24;84,33;226,82;225,56;225,49;29762,72;7247,14;7215,00;59,75;28,43
19/7/2021 12:00;59,97;54,98;91,82;72,79;227,48;226,46;226,54;27240,40;7311,28;6663,00;59,75;28,43
19/7/2021 12:15;60,06;65,20;81,25;95,21;227,80;226,69;226,68;30313,09;8678,69;6729,00;59,75;28,43
19/7/2021 12:30;59,98;85,03;85,80;85,76;227,22;226,49;226,32;32627,84;11290,57;7428,00;59,75;28,43
19/7/2021 12:45;59,96;85,45;88,42;99,22;227,84;226,80;226,92;34559,22;11384,32;8707,00;59,75;28,43
19/7/2021 13:00;59,98;58,36;61,44;80,82;227,70;226,70;226,41;25180,33;7759,74;7087,00;59,75;28,43
19/7/2021 13:15;60,01;70,69;63,40;90,43;228,05;227,26;226,84;28440,72;9414,88;6312,00;59,75;28,43
19/7/2021 13:30;60,01;67,96;50,32;68,63;226,73;226,34;225,99;23549,35;9005,92;7129,00;59,75;28,43
19/7/2021 13:45;60,01;68,87;60,88;84,99;226,50;225,78;224,94;27248,40;9098,73;6782,00;59,75;28,43
19/7/2021 14:00;60,02;64,89;72,08;80,18;226,80;225,84;225,77;27273,12;8602,90;6674,00;59,75;28,43
19/7/2021 14:15;59,99;61,59;66,98;83,86;226,37;225,45;225,19;26744,00;8143,27;6890,00;59,75;28,43
19/7/2021 14:30;60,02;60,66;66,56;83,04;225,97;224,95;224,85;26415,46;8010,04;6731,00;59,75;28,43
19/7/2021 14:45;60,01;75,83;82,51;83,27;226,57;225,81;225,66;30227,17;10041,72;6652,00;59,75;28,43
19/7/2021 15:00;60,01;60,62;46,31;66,12;226,82;226,18;226,21;21573,12;8042,51;6987,00;59,75;28,43
19/7/2021 15:15;59,99;55,70;60,33;78,98;227,06;225,95;225,60;24605,63;7383,07;6146,00;59,75;28,43
19/7/2021 15:30;60,01;74,47;81,11;77,95;227,51;226,55;226,54;29507,37;9903,09;6351,00;59,75;28,43
19/7/2021 15:45;59,94;58,94;74,34;91,40;227,19;226,20;226,05;28271,81;7823,56;6469,00;59,75;28,43
19/7/2021 16:00;60,00;55,55;62,04;78,90;227,30;226,36;226,11;24842,46;7376,34;6049,00;59,75;28,43
19/7/2021 16:15;60,03;55,73;72,93;90,64;227,29;226,24;226,01;27591,22;7398,95;6239,00;59,75;28,43
19/7/2021 16:30;60,00;54,22;59,79;83,40;226,79;226,18;225,69;24844,95;7181,17;6007,00;59,75;28,43
19/7/2021 16:45;60,02;52,86;60,90;81,78;227,45;226,75;226,58;24631,43;7027,00;6251,00;59,75;28,43
19/7/2021 17:00;59,98;23,73;57,22;60,72;229,06;227,89;227,90;17013,69;3177,04;5142,00;59,75;28,43
19/7/2021 17:15;60,04;21,73;35,63;33,83;231,01;230,04;230,22;10776,18;2935,45;2976,00;59,75;28,43
19/7/2021 17:30;60,02;21,57;35,81;26,61;229,94;229,20;229,57;10077,49;2904,09;2692,00;59,75;28,43
19/7/2021 17:45;59,96;21,66;47,20;40,49;230,69;229,67;230,26;13069,66;2925,22;2673,00;59,75;28,43
19/7/2021 18:00;60,00;6,43;29,01;22,75;231,42;230,32;230,86;6900,39;870,99;2666,00;59,75;28,43
19/7/2021 18:15;60,01;6,69;25,42;18,25;231,59;230,24;230,65;6238,90;905,88;1661,00;59,75;28,43
19/7/2021 18:30;59,98;6,73;27,39;22,38;229,85;228,30;228,63;7027,22;904,35;1757,00;59,75;28,43
19/7/2021 18:45;59,99;9,12;30,16;26,25;230,99;229,40;229,86;8018,11;1231,40;1923,00;59,75;28,43
19/7/2021 19:00;60,05;9,55;27,36;25,39;231,59;230,22;230,47;7755,47;1292,93;1891,00;59,75;28,43
19/7/2021 19:15;59,97;9,12;30,08;24,67;231,56;230,24;230,47;7877,76;1234,95;1871,00;59,75;28,43
19/7/2021 19:30;60,02;12,17;27,37;25,63;232,02;230,64;230,93;8105,76;1650,56;1935,00;59,75;28,43
19/7/2021 19:45;60,00;9,04;28,55;19,97;232,79;231,11;231,49;7202,30;1229,61;1902,00;59,75;28,43
19/7/2021 20:00;60,03;9,40;28,49;20,52;232,57;231,08;231,43;7366,55;1277,81;1927,00;59,75;28,43
19/7/2021 20:15;59,99;9,06;27,49;19,28;232,67;231,15;231,54;6962,25;1232,05;1953,00;59,75;28,43
19/7/2021 20:30;59,98;9,43;30,31;19,37;232,17;230,77;230,95;7402,41;1279,49;1827,00;59,75;28,43
19/7/2021 20:45;59,96;9,08;30,24;20,01;232,58;230,89;231,38;7353,62;1235,12;1880,00;59,75;28,43
19/7/2021 21:00;59,97;9,39;27,52;20,52;232,49;230,93;231,41;7206,85;1275,93;1927,00;59,75;28,43
19/7/2021 21:15;60,02;16,98;31,62;20,44;232,86;231,45;231,84;8792,73;2312,05;1885,00;59,75;28,43
19/7/2021 21:30;60,04;9,41;27,55;26,25;233,30;231,64;232,26;7808,44;1283,78;1876,00;59,75;28,43
19/7/2021 21:45;60,02;9,07;29,65;26,53;233,19;231,55;232,05;8087,84;1236,88;2102,00;59,75;28,43
19/7/2021 22:00;60,05;9,53;30,18;23,46;233,07;231,41;231,88;7920,69;1298,80;1864,00;59,75;28,43
19/7/2021 22:15;60,01;9,12;28,68;24,32;232,48;230,77;231,20;7699,20;1238,74;1868,00;59,75;28,43
19/7/2021 22:30;59,97;9,56;30,44;24,20;232,18;230,56;230,95;8001,90;1297,10;1886,00;59,75;28,43
19/7/2021 22:45;60,02;17,69;31,69;20,04;232,21;230,89;231,26;8843,30;2401,91;1979,00;59,75;28,43
19/7/2021 23:00;59,98;9,50;27,62;21,90;232,80;231,07;231,61;7382,90;1293,54;1892,00;59,75;28,43
19/7/2021 23:15;60,02;9,10;31,86;20,53;232,54;231,23;231,43;7577,19;1236,17;1921,00;59,75;28,43
19/7/2021 23:30;60,04;9,10;27,69;21,15;233,53;231,92;232,59;7202,92;1242,77;1889,00;59,75;28,43
19/7/2021 23:45;60,00;9,10;27,69;21,95;232,88;231,40;231,88;7270,38;1238,98;1967,00;59,75;28,43
20/7/2021 0:00;60,04;9,31;27,59;19,92;232,67;231,22;231,59;7063,68;1265,85;1924,00;59,75;28,43
20/7/2021 0:15;60,01;9,12;30,73;23,45;233,45;231,90;232,44;7800,92;1244,59;1844,00;59,75;28,43
20/7/2021 0:30;60,00;9,10;27,82;25,00;233,48;231,97;232,47;7624,47;1241,60;1866,00;59,75;28,43
20/7/2021 0:45;60,01;9,40;27,47;23,47;233,69;232,21;232,59;7540,36;1284,25;1958,00;59,75;28,43
20/7/2021 1:00;60,01;9,09;27,86;23,61;233,69;231,98;232,58;7574,13;1242,11;1827,00;59,75;28,43
20/7/2021 1:15;60,00;9,51;27,71;22,05;233,07;231,48;231,92;7471,08;1295,61;1887,00;59,75;28,43
20/7/2021 1:30;59,95;9,14;30,36;21,77;233,67;232,04;232,47;7651,47;1248,67;1921,00;59,75;28,43
20/7/2021 1:45;60,04;9,58;29,06;21,09;233,89;232,17;232,56;7594,15;1308,79;1984,00;59,75;28,43
20/7/2021 2:00;59,94;9,16;28,83;25,54;233,45;231,66;232,04;7890,70;1249,07;1917,00;59,75;28,43
20/7/2021 2:15;59,97;9,46;27,86;20,18;233,60;232,00;232,37;7239,99;1291,30;1890,00;59,75;28,43
20/7/2021 2:30;60,00;9,16;30,27;20,21;234,21;232,45;232,98;7411,55;1253,32;1961,00;59,75;28,43
20/7/2021 2:45;60,06;9,46;27,68;20,85;234,13;232,20;232,51;7291,74;1292,89;1873,00;59,75;28,43
20/7/2021 3:00;59,99;9,14;28,77;23,51;234,59;232,89;233,33;7593,54;1252,79;1887,00;59,75;28,43
20/7/2021 3:15;60,02;9,56;30,36;24,19;233,48;232,48;232,52;7962,96;1305,56;1966,00;59,75;28,43
20/7/2021 3:30;59,98;9,45;28,65;21,99;233,77;232,27;232,43;7428,22;1290,20;1874,00;59,75;28,43
20/7/2021 3:45;59,99;9,73;27,68;20,55;233,95;232,38;232,49;7281,96;1329,53;1864,00;59,75;28,43
20/7/2021 4:00;59,98;9,17;31,51;20,47;233,97;232,12;232,54;7539,29;1252,88;1832,00;59,75;28,43
20/7/2021 4:15;60,02;9,48;27,60;21,93;234,00;232,23;232,38;7381,96;1295,00;1854,00;59,75;28,43
20/7/2021 4:30;60,01;9,17;29,09;19,46;234,40;232,76;233,13;7269,14;1255,52;1936,00;59,75;28,43
20/7/2021 4:45;59,99;9,57;27,65;23,46;233,75;232,07;232,38;7634,21;1306,03;1857,00;59,75;28,43
20/7/2021 5:00;59,96;9,18;28,80;20,83;233,66;232,19;232,37;7365,81;1252,31;1941,00;59,75;28,43
20/7/2021 5:15;60,00;9,63;30,42;20,51;233,83;232,25;232,49;7640,19;1314,94;1882,00;59,75;28,43
20/7/2021 5:30;59,99;9,25;41,63;35,41;234,21;232,28;232,77;10529,79;1265,78;1901,00;59,75;28,43
20/7/2021 5:45;59,96;9,18;27,70;25,44;234,12;232,61;232,82;7635,68;1255,13;1946,00;59,75;28,43
20/7/2021 6:00;59,97;9,16;27,17;22,71;233,89;232,39;232,78;7152,92;1252,10;1856,00;59,75;28,43
20/7/2021 6:15;59,96;9,14;25,94;23,74;234,21;232,73;233,11;7248,92;1251,09;1807,00;59,75;28,43
20/7/2021 6:30;60,01;6,53;29,96;20,04;234,53;232,90;233,42;6912,47;895,52;1783,00;59,75;28,43
20/7/2021 6:45;60,02;6,50;41,65;19,43;235,18;233,44;234,09;8536,93;893,13;1806,00;59,75;28,43
20/7/2021 7:00;60,04;9,34;44,45;20,87;234,29;233,08;233,11;9415,38;1278,91;2228,00;59,75;28,43
20/7/2021 7:15;60,01;8,39;34,26;21,20;233,90;232,61;232,72;7791,92;1146,24;2055,00;59,75;28,43
20/7/2021 7:30;59,97;8,97;42,20;41,96;233,10;231,67;231,52;11556,43;1220,58;2333,00;59,75;28,43
20/7/2021 7:45;60,02;18,99;45,19;54,25;233,21;231,87;231,67;14841,10;2584,68;3156,00;59,75;28,43
20/7/2021 8:00;59,97;43,07;65,13;59,06;232,31;231,32;231,19;20941,11;5844,04;4373,00;59,75;28,43
20/7/2021 8:15;59,94;40,23;62,53;56,73;230,67;229,57;229,41;19861,15;5418,90;5075,00;59,75;28,43
20/7/2021 8:30;60,01;58,07;84,28;71,80;230,66;229,54;229,49;26775,20;7824,29;5139,00;59,75;28,43
20/7/2021 8:45;59,99;57,06;96,85;80,21;230,08;228,76;228,69;29401,45;7664,42;7136,00;59,75;28,43
20/7/2021 9:00;59,85;84,40;99,00;99,92;229,26;228,02;227,81;35623,97;11297,20;7913,00;59,75;28,43
20/7/2021 9:15;60,01;81,42;104,56;89,37;229,11;227,78;227,77;34657,94;10896,56;8264,00;59,75;28,43
20/7/2021 9:30;59,95;72,33;121,20;94,07;228,39;227,01;227,16;35654,25;9652,99;9402,00;59,75;28,43
20/7/2021 9:45;60,00;74,76;104,00;76,63;229,10;228,06;228,30;31936,71;10014,85;9413,00;59,75;28,43
20/7/2021 10:00;60,00;78,01;115,24;82,76;228,67;227,50;227,76;34217,35;10429,72;9099,00;59,75;28,43
20/7/2021 10:15;60,00;78,39;102,20;80,33;228,77;227,62;227,81;32369,84;10483,81;8876,00;59,75;28,43
20/7/2021 10:30;60,01;93,49;112,64;92,08;228,35;227,35;227,50;37792,50;12481,47;8467,00;59,75;28,43
20/7/2021 10:45;59,92;95,47;103,43;94,71;227,85;226,88;227,35;37058,39;12729,29;9024,00;59,75;28,43
20/7/2021 11:00;59,99;93,10;93,43;100,87;227,70;226,77;226,79;36361,05;12389,64;8745,00;59,75;28,43
20/7/2021 11:15;59,98;101,19;121,48;99,73;228,20;226,81;227,30;41093,80;13503,93;9797,00;59,75;28,43
20/7/2021 11:30;60,00;127,00;118,69;89,40;228,03;226,80;227,45;42846,27;16949,30;10957,00;59,75;28,43
20/7/2021 11:45;59,98;126,66;132,53;120,29;227,74;226,65;227,12;48448,59;16879,23;11365,00;59,75;28,43
20/7/2021 12:00;60,01;116,23;125,34;115,62;228,16;227,06;227,51;45203,14;15517,39;11167,00;59,75;28,43
20/7/2021 12:15;59,98;119,01;116,46;117,84;228,62;227,43;227,88;45089,23;15916,04;11552,00;59,75;28,43
20/7/2021 12:30;60,00;115,79;110,09;96,94;228,15;227,26;227,71;40930,74;15462,10;11035,00;59,75;28,43
20/7/2021 12:45;60,04;117,98;118,82;118,85;228,86;227,83;227,77;45321,82;15778,29;11123,00;59,75;28,43
20/7/2021 13:00;59,96;99,38;114,37;131,82;228,35;227,03;227,20;43693,30;13261,63;10929,00;59,75;28,43
20/7/2021 13:15;60,00;90,68;105,98;126,37;228,64;227,35;227,54;40738,83;12119,62;10822,00;59,75;28,43
20/7/2021 13:30;60,03;104,27;123,83;155,61;227,55;226,33;225,94;48308,38;13844,35;10680,00;59,75;28,43
20/7/2021 13:45;60,05;105,31;123,33;153,20;227,63;226,30;226,36;47989,11;14005,55;11919,00;59,75;28,43
20/7/2021 14:00;60,00;121,49;133,24;147,30;227,14;225,79;226,08;50805,95;16133,61;13009,00;59,75;28,43
20/7/2021 14:15;60,00;153,89;132,67;154,65;226,63;225,52;225,81;56254,64;20390,66;13914,00;59,75;28,43
20/7/2021 14:30;59,95;163,14;142,59;152,46;225,79;224,98;225,27;58174,45;21551,32;13435,00;59,75;28,43
20/7/2021 14:45;59,99;145,23;127,84;146,44;226,81;225,93;226,07;53451,29;19264,40;16092,00;59,75;28,43
20/7/2021 15:00;60,01;123,25;95,38;116,63;227,31;226,72;226,97;43004,51;16399,92;13211,00;59,75;28,43
20/7/2021 15:15;60,01;59,86;63,16;82,69;227,69;226,96;226,83;26050,11;7967,13;7652,00;59,75;28,43
20/7/2021 15:30;60,04;65,27;75,35;82,87;227,57;226,76;226,60;28327,73;8681,57;6351,00;59,75;28,43
